,longitude,latitude,Depth,NO3
216,42.75233,11.35122,155.0,119.0
217,42.75507777777778,11.3815,160.0,54.3
218,42.75508,11.3815,160.0,54.3
219,42.75795,11.398419444444444,170.0,32.5
220,42.75795,11.39842,170.0,32.5
221,42.75833055555555,11.913608333333334,12.0,135.4
222,42.76102777777778,11.423219444444443,132.0,14.8
223,42.76103,11.42322,132.0,14.8
224,42.76111111111111,11.872222222222224,9.0,15.78
225,42.78341944444444,11.437608333333333,92.0,17.7
226,42.78342,11.43761,92.0,17.7
227,42.784908333333334,11.217630555555555,10.0,2.6
228,42.78565833333333,11.218147222222223,9.0,136.1
229,42.78610277777778,11.218208333333333,12.0,127.6
230,42.80031666666667,11.2185,11.0,71.1
231,42.80179444444444,11.226491666666666,41.0,26.1
232,42.8033,11.439169444444445,133.0,12.4
233,42.8033,11.43917,133.0,11.2
234,42.80333,11.43917,133.0,12.4
235,42.816747222222226,11.001897222222222,10.0,25.6
236,42.816750000000006,11.0019,11.0,71.1
237,42.81726944444445,11.444158333333334,135.0,29.6
238,42.81727,11.44416,135.0,29.6
239,42.81885833333334,11.250094444444445,9.0,65.3
240,42.82273055555556,10.991766666666665,11.0,18.8
241,42.82273333333334,10.991766666666665,6.0,65.3
242,42.824647222222225,10.991416666666666,9.0,21.53
243,42.824650000000005,10.991416666666666,8.0,136.1
244,42.82858055555556,10.989099999999999,10.0,20.8
245,42.828583333333334,10.989099999999999,10.0,127.6
246,42.830172222222224,11.250444444444444,8.0,15.71
247,42.830175000000004,11.250447222222222,6.0,24.9
248,42.83051666666667,10.986916666666666,8.0,36.8
249,42.83354444444445,11.250905555555555,8.0,36.8
250,42.83408055555556,10.981766666666667,11.0,21.53
251,42.83408333333333,10.981766666666667,4.0,24.7
252,42.83470555555556,11.251891666666667,10.0,181.2
253,42.83530277777778,11.252513888888888,11.0,24.7
254,42.83611666666667,10.984766666666665,6.0,23.6
255,42.838366666666666,10.981880555555556,8.0,20.04
256,42.838366666666666,10.981883333333334,6.0,181.2
257,42.842305555555555,11.495638888888887,61.0,29.0
258,42.84826666666667,11.047416666666667,7.0,21.8
259,42.84988888888889,11.500861111111112,132.0,30.7
260,42.85041666666667,11.501805555555556,118.0,41.0
261,42.851222222222226,11.268344444444445,10.0,37.8
262,42.851533333333336,11.019341666666667,10.0,49.9
263,42.85155555555556,11.019283333333334,8.0,69.2
264,42.85166944444445,11.268519444444445,13.0,23.6
265,42.85167222222223,11.268519444444445,8.0,22.1
266,42.851997222222224,10.981430555555555,14.0,51.98
267,42.852000000000004,10.981433333333333,3.0,37.8
268,42.85203333333334,11.268766666666668,11.0,10.9
269,42.857597222222225,10.981997222222223,10.0,11.58
270,42.8576,10.982,2.5,10.9
271,42.85968333333334,11.277016666666668,36.0,7.8
272,42.85969722222222,11.033530555555556,11.0,24.9
273,42.859700000000004,11.033533333333333,7.0,23.5
274,42.86483055555556,10.9769,9.0,15.24
275,42.86483333333334,10.9769,2.5,22.1
276,42.86796666666667,11.156483333333334,7.0,10.1
277,42.868941666666665,11.133505555555555,7.0,23.5
278,42.86913055555556,11.119316666666666,9.0,36.8
279,42.86921666666667,11.15665,7.0,2.6
280,42.87101666666667,10.9707,3.0,22.2
281,42.88056666666667,11.02365,8.0,69.2
282,42.881480555555555,10.97315,9.0,10.42
283,42.881483333333335,10.97315,2.5,3.1
284,42.884966666666664,10.969766666666667,3.0,7.0
285,42.88605555555556,11.119230555555555,11.0,21.8
286,42.88916666666667,11.131430555555555,12.0,38.0
287,42.88916666666667,11.131433333333334,4.5,33.7
288,42.89816666666667,11.131833333333335,5.0,62.8
289,42.904333333333334,11.308377777777778,75.0,7.5
290,42.91053055555555,11.099966666666667,11.0,3.1
291,42.91053333333333,11.099966666666667,10.0,49.9
292,42.916666666666664,11.787219444444444,11.0,117.9
293,42.91721944444444,11.863608333333334,7.0,55.22
294,42.91860833333333,11.790277777777778,9.0,24.57
295,42.92075833333333,11.285833333333333,12.0,4.97
296,42.92076111111111,11.285836111111111,5.0,37.2
297,42.944963888888886,11.34532777777778,175.0,64.0
298,42.96193055555556,11.009080555555556,9.0,22.2
299,42.961933333333334,11.009083333333333,6.0,43.9
300,42.963680555555555,11.160297222222223,10.0,38.0
301,42.963683333333336,11.160300000000001,4.0,36.8
302,42.98441666666667,11.55663888888889,240.0,37.2
303,42.985108333333336,12.485613888888889,10.0,16.5
304,42.999694444444444,11.419583333333332,175.0,294.0
305,43.000055555555555,11.545166666666667,230.0,54.6
306,43.000861111111114,11.559750000000001,203.0,44.1
307,43.00611111111111,11.54213888888889,142.0,52.7
308,43.02997222222222,11.540472222222222,206.0,43.6
309,43.04172222222222,11.54138888888889,160.0,150.0
310,43.07047222222223,11.560111111111112,150.0,212.0
311,43.07083333333334,11.563333333333334,143.0,58.6
312,43.071083333333334,11.530055555555556,160.0,39.1
313,43.07522222222222,11.575333333333333,68.0,37.2
314,43.09852777777778,12.116833333333334,,30.0
315,43.113166666666665,11.514388888888888,67.0,23.6
316,43.126222222222225,11.390638888888889,215.0,126.0
317,43.129444444444445,11.544,,58.8
318,43.129777777777775,11.541666666666666,48.0,40.3
319,43.13055555555555,11.544444444444444,34.0,50.3
320,43.13066666666667,11.53825,49.0,90.0
321,43.1325,11.5075,14.0,134.0
322,43.132777777777775,11.899719444444443,13.0,17.93
323,43.132777777777775,11.973416666666667,11.0,17.93
324,43.13311111111111,11.51475,43.0,53.4
325,43.13463888888889,11.518722222222223,45.0,375.0
326,43.13469444444444,11.540777777777778,47.0,42.8
327,43.13469444444444,12.38,8.0,12.45
328,43.13491666666667,11.534027777777778,47.0,353.0
329,43.13502777777778,11.532194444444444,40.0,63.9
330,43.13601944444444,11.518130555555556,17.0,10.52
331,43.13641666666667,11.526305555555556,39.0,39.6
332,43.13686111111111,11.533055555555556,37.0,176.0
333,43.13908333333333,11.389388888888888,198.0,25.9
334,43.13913888888889,11.533777777777777,31.0,57.9
335,43.142691666666664,12.054858333333334,10.0,41.0
336,43.148944444444446,11.512888888888888,34.0,48.6
337,43.15101666666666,11.518630555555557,16.0,22.48
338,43.151202777777776,11.518555555555556,14.0,16.42
339,43.152763888888884,11.5012,8.0,21.67
340,43.15680277777778,11.526794444444445,12.0,108.0
341,43.15683333333333,11.474916666666667,65.0,47.7
342,43.15697222222222,12.113083333333332,,33.0
343,43.157583333333335,11.5075,31.0,27.5
344,43.15997222222222,12.112499999999999,,30.0
345,43.160830555555556,11.518466666666667,11.0,21.48
346,43.16116666666667,11.504055555555556,33.0,130.0
347,43.16897222222222,11.4925,35.0,156.0
348,43.171166666666664,11.947416666666667,12.0,17.0
349,43.17363888888889,11.389277777777778,215.0,49.0
350,43.17821111111111,11.510052777777778,10.0,6.55
351,43.17838888888889,11.50535,11.0,34.4
352,43.17851388888889,11.508880555555555,15.0,20.8
353,43.17878888888889,11.505627777777777,9.0,18.4
354,43.17983888888889,11.5056,13.0,27.5
355,43.18014722222222,11.50985,12.0,64.6
356,43.18100833333333,11.506019444444444,10.0,9.44
357,43.183375,11.469413888888889,12.0,25.9
358,43.183524999999996,11.469358333333334,10.0,30.89
359,43.18610833333333,11.480830555555556,8.0,25.82
360,43.189527777777776,11.471055555555555,39.0,26.5
361,43.18958333333333,11.471083333333333,39.0,196.0
362,43.200919444444445,11.467591666666667,13.0,27.95
363,43.201663888888895,11.469291666666667,11.0,41.31
364,43.201797222222226,11.46925,13.0,33.61
365,43.20194166666667,11.467902777777779,21.0,19.99
366,43.20221666666667,11.483849999999999,9.0,16.02
367,43.202419444444445,11.468291666666667,18.0,158.25
368,43.203900000000004,11.462719444444444,42.0,26.8
369,43.20518888888889,11.462938888888889,37.0,22.3
370,43.20527777777778,12.051972222222222,,30.0
371,43.20545833333333,11.462919444444443,39.0,9.37
372,43.20869444444445,11.460916666666666,35.0,24.1
373,43.21091944444445,11.461938888888888,40.0,13.0
374,43.21158333333334,11.459222222222222,39.0,287.0
375,43.21413888888889,11.462944444444444,33.0,125.0
376,43.216680555555556,11.469141666666667,10.0,32.31
377,43.22025,11.459833333333332,32.0,104.0
378,43.227580555555555,11.963249999999999,8.0,42.0
379,43.284191666666665,11.967955555555555,9.0,1.18
380,43.284480555555554,11.967991666666666,10.0,41.9
381,43.28462222222222,11.967202777777779,11.0,3.99
382,43.284641666666666,11.967305555555555,12.0,14.87
383,43.284641666666666,11.967355555555555,8.0,0.93
384,43.288888888888884,11.977777777777778,9.0,18.74
385,43.289249999999996,11.971608333333334,12.0,33.16
386,43.29111111111111,11.971608333333334,11.0,18.0
387,43.34471944444444,12.087777777777779,8.0,31.31
388,43.34721944444445,11.988888888888889,10.0,33.16
389,43.35187777777778,12.283855555555556,10.0,55.42
